X,Y,OBJECTID,CASENUMBER,LECASENUM,CRASH_KEY,AV_DATE,MNTH,DAYOFWEEK,TIMESTR,DISTRICT,CNTY,CITYNAME,SYSTEMSTR,LITERAL,FRSTHARM,LOCFSTHRM,CRCOMNNR,MAJCSE,DRUGALC,ECNTCRC,LGHT,LGHTNG,CSRFCND,WEATHER,RCNTCRC,PAVED,WZRELATED,CSEV,FATALITIES,INJURIES,MAJINJURY,MININJURY,POSSINJURY,UNKINJURY,PROPDMG,VEHICLES,TOCCUPANTS,REPORT,XCOORD,YCOORD,CRASH_YEAR
-95.869176172815784,41.250191389417715,126915,2007378725,07-019906,2007026973,20070514,May,Monday,23:26,District 4 (Southwest),Pottawattamie,Council Bluffs,,S 17TH ST,Collision with:  Railway vehicle/train,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,Other (explain in narrative),Dark - roadway not lighted,Darkness,Wet,Rain,Unknown,Paved,,Fatal,1,0,0,0,0,0,2500,2,2,2001 Officer TraCS,259600,4570501,2007
-90.655474310906044,42.036271302182804,126922,2007375411,,2007024118,20070528,May,Monday,05:49,District 6 (East Central),Jackson,Maquoketa,US 61,US 61,Collision with fixed object:  Bridge/bridge rail/overpass,Outside trafficway,Non-collision,Unknown,None Indicated,None apparent,Dawn,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,1,1,2001 Officer Paper,694064,4656462,2007
-93.780235455446714,41.614903805060095,127051,2007368758,07-690,2007018426,20070427,April,Friday,13:20,District 1 (Central),Polk,Clive,US 6,US 6/HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Followed too close,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,3500,2,4,2001 Officer TraCS,434995,4607314,2007
-91.76335020828337,42.161753453330718,127146,2007367088,,2007016999,20070326,March,Monday,17:17,District 6 (East Central),Linn,N/A,I-380,I-380,Collision with:  Vehicle in traffic,On Roadway,Head-on,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,46500,2,2,2001 Officer Paper,602158,4668475,2007
-90.527988878356453,41.525932209246342,127612,2007412183,,2007056196,20071215,December,Saturday,19:21,District 6 (East Central),Scott,Bettendorf,US 67,US 67/RIVER DR & 4TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end,Driving too fast for conditions,Alcohol (Statutory),Weather conditions,Dark - roadway lighted,Darkness,Slush,Snow,Road surface condition,Paved,,Fatal,1,0,0,0,0,0,15500,2,3,2001 Officer Paper,706247,4600093,2007
-94.207278983917405,42.495241862438867,127658,2007407169,54809ISP,2007051797,20071121,November,Wednesday,19:55,District 1 (Central),Webster,Fort Dodge,US 169,US 169,Collision with fixed object:  Curb/island/raised median,Roadside,Non-collision,Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,2,0,0,0,0,0,5100,1,2,2001 Officer TraCS,400795,4705470,2007
-93.904857419064072,42.45634089745851,127746,2007410365,58321ISP,2007054597,20071210,December,Monday,18:57,District 1 (Central),Hamilton,N/A,IA 17,IA 17/STAGE COACH RD & Co Rd D32/230TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,2,2,2,0,0,0,4000,2,5,2001 Officer TraCS,425600,4700841,2007
-93.733340793594081,41.399270242286505,127981,2007401922,,2007047100,20070924,September,Monday,01:09,District 5 (Southeast),Warren,Norwalk,IA 28,IA 28/IOWA 28/SUNSET DR & COOLIDGE ST & WRIGHT RD,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Lost Control,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,10150,1,1,2001 Officer Paper,438699,4583340,2007
-93.561844017693645,42.863048737692601,127984,2007399352,50375ISP,2007044849,20071024,October,Wednesday,07:48,District 2 (Northeast),Wright,N/A,,Co Rd C20/130TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end,FTYROW:  Other (explain in narrative),None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,6000,2,15,2001 Officer TraCS,454104,4745759,2007
-91.286339973316899,42.73528251399599,128055,2007388764,07-006834,2007035632,20070826,August,Sunday,18:17,District 2 (Northeast),Clayton,N/A,,Co Rd C7X/HILTON RD,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,8000,1,2,2001 Officer TraCS,640278,4732842,2007
-91.870278906015372,41.871551496770479,123447,2005223771,,2005021584,20050226,February,Saturday,21:47,District 6 (East Central),Benton,N/A,US 151,US 151/32 AVE,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,30000,1,2,2001 Officer Paper,593750,4636131,2005
-92.380944588334643,42.496389730757535,123603,2005220068,W05-40107,2005027144,20050504,May,Wednesday,15:42,District 2 (Northeast),Black Hawk,Waterloo,IA 934,IA 934/UNIVERSITY AVE,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision,Other (explain in narrative):  No improper action,Drug,Pedestrian action,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,1000,1,1,2001 Officer TraCS,550869,4705077,2005
-95.822429767751217,41.243214932095562,123721,2005232959,,2005029772,20050722,July,Friday,06:00,District 4 (Southwest),Pottawattamie,Council Bluffs,I-80,I-80,Collision with fixed object:  Ditch/embankment,Outside trafficway,Non-collision,Ran off road - left,None Indicated,None apparent,Dawn,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,3000,1,1,2001 Officer Paper,263492,4569598,2005
-93.503251410599105,41.630159037499652,123886,2005243776,05-47949,2005039426,20050920,September,Tuesday,13:25,District 1 (Central),Polk,Des Moines,,NE 56 ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,15000,2,2,2001 Officer TraCS,458082,4608836,2005
-93.521549490630946,42.137241994254666,123993,2005245544,05-21783,2005040890,20050818,August,Thursday,16:15,District 1 (Central),Story,N/A,,150TH ST & 590TH AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Broadside,FTYROW:  At uncontrolled intersection,None Indicated,Physical obstruction,Daylight,Daylight,Dry,Clear,None apparent,Unpaved,,Fatal,2,1,0,1,0,0,18500,2,3,2001 Officer TraCS,456900,4665145,2005
-95.789407226917476,41.158899897550185,124040,2005240943,,2005037137,20050906,September,Tuesday,18:58,District 4 (Southwest),Mills,N/A,,Co Rd L35/221ST ST,Collision with fixed object:  Tree,On Roadway,Non-collision,Crossed centerline,None Indicated,None apparent,Unknown,Daylight,Unknown,Unknown,None apparent,Paved,,Fatal,1,0,0,0,0,0,7000,1,1,2001 Officer Paper,265959,4560147,2005
-93.122522632597935,43.148057778086795,128114,2007395778,,2007041718,20070912,September,Wednesday,18:42,District 2 (Northeast),Cerro Gordo,Mason City,IA 122,IA 122/4TH ST SE & S CALIFORNIA AVE & N CALIFORNIA AVE,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - same direction,Made improper turn,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,16000,2,2,2001 Officer Paper,490038,4777263,2007
-90.228975137244745,41.859319441192788,128124,2007389035,CL07004471,2007035864,20070823,August,Thursday,13:04,District 6 (East Central),Clinton,Clinton,,13TH AVE N & MILL CREEK PKWY,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  From stop sign,None Indicated,Unknown,Daylight,Daylight,Wet,Rain,None apparent,Paved,,Fatal,1,1,0,0,1,0,2000,2,2,2001 Officer TraCS,730005,4637869,2007
-93.183309561958339,42.679821931943017,128262,2008447059,28152ISP,2008027368,20080606,June,Friday,13:35,District 2 (Northeast),Franklin,N/A,,Co Rd C47/105TH ST & QUAIL AVE,Collision with:  Vehicle in/from other roadway,On Roadway,Angle - oncoming left turn,Exceeded authorized speed,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,0,0,0,0,0,65000,2,3,2001 Officer TraCS,484982,4725276,2008
-93.494279551369715,41.613939926274412,128320,2008444766,08-3999,2008025320,20080607,June,Saturday,16:40,District 1 (Central),Polk,N/A,US 65,US 65,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision,Unknown,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4000,1,1,2001 Officer TraCS,458819,4607031,2008
-95.138235847994011,41.577695103037392,128416,2008451129,1-08-000665,2008030896,20080719,July,Saturday,18:50,District 4 (Southwest),Shelby,N/A,,Co Rd F58/STREET F58,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,25225,1,2,2001 Officer TraCS,321746,4605097,2008
-91.522046864930928,42.019608062569283,128492,2008437060,,2008018595,20080405,April,Saturday,03:30,District 6 (East Central),Linn,N/A,,Co Rd E45/SECRIST RD,Collision with fixed object:  Tree,Roadside,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,5000,1,1,2001 Officer Paper,622365,4653009,2008
-95.942332128674494,41.811567071799516,128572,2008438947,20475ISP,2008020241,20080414,April,Monday,20:37,District 4 (Southwest),Harrison,Pisgah,IA 183,IA 183/IOWA 183,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,10000,1,1,2001 Officer TraCS,255594,4633040,2008
-95.209742230514962,42.311856110321983,128996,2008426383,2008-1533,2008009142,20080218,February,Monday,04:50,District 3 (Northwest),Sac,N/A,IA 175,IA 175/330TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,Weather conditions,Dark - roadway not lighted,Darkness,Snow,Blowing sand/soil/dirt/snow,Road surface condition,Paved,,Fatal,1,1,1,0,0,0,5000,2,2,2001 Officer TraCS,317887,4686766,2008
-93.846781079853187,41.028172693267116,129091,2008473639,08-J3101,2008050764,20081031,October,Friday,18:15,District 5 (Southeast),Clarke,N/A,,OLD US HWY34,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision,Swerving/Evasive Action,Alcohol (Statutory),None apparent,Daylight,Dusk Twilight (Civil),Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,8300,1,1,2001 Officer TraCS,428815,4542229,2008
-93.598498603214949,41.738679599384646,129366,2008466058,08-003659,2008043927,20080721,July,Monday,14:30,District 1 (Central),Polk,Ankeny,,NE 9TH ST & NE GRANT ST,Collision with fixed object:  Curb/island/raised median,On Roadway,Non-collision,Operating vehicle in an erratic/reckless/careless/negligent/aggressive manner,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,0,1,3,2001 Officer TraCS,450232,4620935,2008
-93.202679195145905,43.154463380184744,129545,2008457826,08-11188,2008036722,20080711,July,Friday,23:55,District 2 (Northeast),Cerro Gordo,Mason City,US 65,US 65/N WASHINGTON AVE & 3RD ST NW,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,Unknown,Dark - roadway lighted,Darkness,Wet,Rain,None apparent,Paved,,Fatal,1,0,0,0,0,0,0,1,1,2001 Officer TraCS,483522,4777987,2008
-93.280389162932835,41.381692013464402,129622,2008458314,41552ISP,2008037145,20080831,August,Sunday,13:04,District 5 (Southeast),Marion,Pleasantville,IA 5,IA 5/IOWA 5,Non-collision events:  Overturn/rollover,Median,Non-collision,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,476556,4581167,2008
-94.374125164885982,41.981657373345982,129625,2008456567,39766ISP,2008035628,20080819,August,Tuesday,21:47,District 1 (Central),Greene,N/A,IA 4,IA 4/NEOLA AVE,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Exceeded authorized speed,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,0,1,0,0,8000,1,2,2001 Officer TraCS,386165,4648652,2008
-91.388749384939018,40.921718018147281,129672,2008455797,38328ISP,2008034961,20080810,August,Sunday,03:54,District 5 (Southeast),Henry,New London,,E ADAMS ST,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  Other (explain in narrative),None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,6,6,0,0,0,9700,2,7,2001 Officer TraCS,635672,4531316,2008
-93.661142558463851,41.586304885191865,129863,2008458219,20080032394,2008037068,20080905,September,Friday,12:53,District 1 (Central),Polk,Des Moines,,INGERSOLL AVE & CRESENT DR,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,1200,1,3,2001 Officer TraCS,444893,4604056,2008
-95.904652127948026,41.245014144629927,129984,2009506848,2009027952,2009019009,20090506,May,Wednesday,19:38,District 4 (Southwest),Pottawattamie,Council Bluffs,I-29,I-29,Non-collision events:  Overturn/rollover,On Roadway,Rear-end,Swerving/Evasive Action,Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,10500,2,2,2001 Officer TraCS,256608,4570025,2009
-94.230427462533626,42.592724748257972,130175,2009487890,2009004902,2009003079,20090117,January,Saturday,19:42,District 1 (Central),Webster,N/A,US 169,US 169,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Lost Control,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Ice,Cloudy,Road surface condition,Paved,,Fatal,1,5,3,2,0,0,20000,2,6,2001 Officer TraCS,399050,4716322,2009
-90.432901204208349,41.728251936157903,130362,2009504008,09-13344,2009016498,20090426,April,Sunday,18:46,District 6 (East Central),Scott,N/A,,Co Rd Z30/240 AVE & 290 ST,Collision with fixed object:  Culvert,Roadside,Non-collision,Swerving/Evasive Action,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,713512,4622789,2009
-90.712836771570153,42.243849422632401,130408,2009504286,,2009016754,20090405,April,Sunday,17:26,District 6 (East Central),Jackson,N/A,,Co Rd D61/BELLEVUE-CASCADE RD,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Daylight,Daylight,Wet,Mist,None apparent,Paved,,Fatal,1,1,1,0,0,0,3000,1,2,2001 Officer Paper,688698,4679383,2009
-95.151473715614244,41.735187174120441,130452,2009494421,1-09-000127,2009008358,20090221,February,Saturday,13:31,District 4 (Southwest),Shelby,N/A,,Co Rd M56/ROAD M56,Collision with fixed object:  Ditch/embankment,On Roadway,Non-collision,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Sand/mud/dirt/oil/gravel,Clear,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,321079,4622611,2009
-90.622993681767852,41.570725857858633,131038,2009525896,0915883,2009035892,20090816,August,Sunday,19:52,District 6 (East Central),Scott,Davenport,,W 49TH ST,Collision with fixed object:  Curb/island/raised median,On Roadway,Non-collision,Lost Control,Under Influence of Alcohol/Drugs/Medications,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,4500,1,1,2001 Officer TraCS,698183,4604844,2009
-92.613579653396812,42.546005662810082,131168,2009520851,20093486,2009031473,20090816,August,Sunday,01:30,District 1 (Central),Grundy,N/A,,Co Rd T55/V AVE,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,Swerving/Evasive Action,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,0,1,2,2001 Officer TraCS,531728,4710473,2009
-90.657451604175236,42.491684984507266,131489,2009509055,01-09-21682,2009020994,20090518,May,Monday,07:41,District 6 (East Central),Dubuque,Dubuque,US 20,US 20/DODGE ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,15500,4,7,2001 Officer TraCS,692509,4707028,2009
-93.639071444914364,41.82336962034919,131604,2010564229,10-1961,2010014159,20100329,March,Monday,21:44,District 1 (Central),Polk,Alleman,,NW 16 ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Exceeded authorized speed,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Sand/mud/dirt/oil/gravel,Clear,None apparent,Paved,,Fatal,1,3,3,0,0,0,3800,1,4,2001 Officer TraCS,446928,4630362,2010
-95.20855302443664,42.311852014439985,132078,2010550276,2010002847,2010002523,20100111,January,Monday,09:11,District 3 (Northwest),Sac,N/A,IA 175,IA 175/330TH ST,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,85000,2,2,2001 Officer TraCS,317985,4686763,2010
-93.075587347175301,41.315459953365725,132295,2009542649,2009070013,2009050965,20091210,December,Thursday,12:46,District 5 (Southeast),Marion,N/A,,Co Rd T15/OLD HWY 92,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Swerving/Evasive Action,None Indicated,None apparent,Daylight,Daylight,Snow,Clear,Road surface condition,Paved,,Fatal,1,1,1,0,0,0,22000,2,3,2001 Officer TraCS,493674,4573779,2009
-91.443061561672437,40.501304409113374,132414,2010596491,2010057952,2010042217,20101007,October,Thursday,11:55,District 5 (Southeast),Lee,N/A,US 61,US 61,Non-collision events:  Overturn/rollover,Shoulder,Non-collision,Ran off road - left,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,2,0,0,0,15000,1,3,2001 Officer TraCS,631926,4484563,2010
-96.444158912385959,42.807951232606918,132508,2010597687,SO10002738,2010043295,20101024,October,Sunday,00:20,District 3 (Northwest),Plymouth,N/A,IA 3,IA 3/IOWA 3,Non-collision events:  Overturn/rollover,Roadside,Non-collision,Exceeded authorized speed,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,2,1,1,0,0,0,5100,1,3,2001 Officer TraCS,218387,4745243,2010
-93.853318467269489,42.471793973308806,132554,2010594471,2010057020,2010040367,20101001,October,Friday,13:00,District 1 (Central),Hamilton,Webster City,,JAMES ST & MACKINLAY KANTOR DR,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,2,1,0,1,0,15000,3,4,2001 Officer TraCS,429855,4702513,2010
-95.905549433247387,41.270092071194959,132572,2010594380,10-035321,2010040289,20101010,October,Sunday,13:43,District 4 (Southwest),Pottawattamie,Council Bluffs,I-29,I-29,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,8000,1,1,2001 Officer TraCS,256626,4572812,2010
-92.367177856969818,42.489425071447535,132911,2010578652,W10-065657,2010026411,20100625,June,Friday,17:40,District 2 (Northeast),Black Hawk,Waterloo,US 63,US 63/SERGEANT RD & FLETCHER AVE,Collision with:  Vehicle in traffic,On Roadway,Angle - oncoming left turn,FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,8000,3,4,2001 Officer TraCS,552006,4704312,2010
-91.328446605708038,40.735629068630438,133080,2010569189,,2010018252,20100216,February,Tuesday,18:38,District 5 (Southeast),Lee,N/A,,Co Rd X32/303 AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Ice,Cloudy,Road surface condition,Paved,,Fatal,3,2,2,0,0,0,8000,2,5,2001 Officer Paper,641144,4510753,2010
-90.270843873287191,41.794292234363425,133104,2010580197,2010037478,2010027625,20100624,June,Thursday,22:16,District 6 (East Central),Clinton,Camanche,US 67,US 67,Collision with:  Animal,On Roadway,Non-collision,Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,0,1,0,700,2,2,2001 Officer TraCS,726759,4630537,2010
-90.703629009662649,42.055004867965565,133166,2011625454,2011020525,2011012698,20110402,April,Saturday,04:52,District 6 (East Central),Jackson,N/A,IA 64,IA 64/HWY 64 & 24 ST,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,3000,1,2,2001 Officer TraCS,690022,4658434,2011
-91.489501608592221,41.631162309125742,133251,2011627607,2011007099,2011014558,20110215,February,Tuesday,16:14,District 6 (East Central),Johnson,Iowa City,US 6,US 6,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,1,0,0,0,8500,3,3,2001 Officer TraCS,625818,4609927,2011
-90.551448591183728,41.549292609822125,133318,2011623407,11-4837,2011011009,20110321,March,Monday,22:04,District 6 (East Central),Scott,Davenport,,E 29TH ST & EASTERN AVE,Collision with fixed object:  Poles (utility/light/etc.),On Roadway,Non-collision,Exceeded authorized speed,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway lighted,Darkness,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,16000,1,1,2001 Officer TraCS,704216,4602631,2011
-93.698169683539902,41.964963180591624,133424,2011618622,11-1921,2011006958,20110217,February,Thursday,16:20,District 1 (Central),Story,N/A,,Co Rd E57/270TH ST & 500TH AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside,Ran Stop Sign,Alcohol (< Statutory),None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,1,1,0,0,25000,2,3,2001 Officer TraCS,442148,4646121,2011
-94.387017270954644,42.03447781439359,134093,2011655931,2011060286,2011039699,20111025,October,Tuesday,23:31,District 1 (Central),Greene,Jefferson,US 30,US 30,Collision with:  Vehicle in traffic,On Roadway,Sideswipe - opposite direction,Crossed centerline,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,1,0,1,0,0,13000,2,3,2001 Officer TraCS,385192,4654534,2011
-94.899067158440502,41.62584853796772,134211,2011649303,2011055126,2011033711,20110925,September,Sunday,15:06,District 4 (Southwest),Audubon,N/A,US 71,US 71,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,0,2,0,0,104500,2,3,2001 Officer TraCS,341803,4609977,2011
-95.837337283463867,41.302533418596163,134418,2011639255,S11-011111,2011024821,20110716,July,Saturday,23:14,District 4 (Southwest),Pottawattamie,N/A,,Co Rd L20/OLD LINCOLN HWY,Collision with:  Vehicle in traffic,On Roadway,Head-on,Swerving/Evasive Action,None Indicated,None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,6,0,6,0,0,25000,2,9,2001 Officer TraCS,262458,4576225,2011
-92.916039416285358,41.98180834599345,134856,2012701382,1200000793  ,2012030596,20120831,August,Friday,07:46,District 1 (Central),Marshall,N/A,IA 14 ,IA 14/REED AVE                                                                                                                                                                                                                                                ,Collision with:  Vehicle in traffic,On Roadway,Head-on,Crossed centerline,None Indicated,None apparent,Daylight,Daylight,Dry,Clear,None apparent,Paved,,Fatal,1,2,2,0,0,0,7000,2,3,2001 Officer TraCS,506956,4647759,2012
-91.452220702856522,42.267616452482876,134929,2012694682,201200024868,2012024664,20120709,July,Monday,15:28,District 6 (East Central),Linn,N/A,,HILLS MILL RD & UPPER BOULDER RD                                                                                                                                                                                                                              ,Collision with:  Vehicle in traffic,On Roadway,Broadside,FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Unpaved,,Fatal,1,0,0,0,0,0,14000,2,2,2001 Officer TraCS,627647,4680649,2012
-94.106595680195085,41.838505888177011,135058,2012716228,2012058260  ,2012044081,20121030,October,Tuesday,07:05,District 4 (Southwest),Dallas,Perry,IA 144,IA 144/1ST AVE & WILLIS AVE                                                                                                                                                                                                                                   ,Collision with:  Non-motorist (see non-motorist type),On Roadway,Non-collision,FTYROW:  To pedestrian,None Indicated,None apparent,Dark - roadway lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,1,0,0,0,0,0,500,1,1,2001 Officer TraCS,408123,4632437,2012
-95.980776656750521,42.256528462846305,135266,2012671986,2012006683  ,2012004771,20120201,February,Wednesday,00:45,District 3 (Northwest),Woodbury,Smithland,,Co Rd D25/OLD HWY 141 & JEWELL AVE                                                                                                                                                                                                                            ,Non-collision events:  Overturn/rollover,On Roadway,Non-collision,Ran off road - right,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Darkness,Dry,Clear,None apparent,Paved,,Fatal,2,0,0,0,0,0,15000,1,2,2001 Officer TraCS,254123,4682561,2012
-94.015218650164471,42.449094387265419,135463,2011666499,2011072147,2011048914,20111229,December,Thursday,15:30,District 1 (Central),Webster,N/A,US 20,US 20/235TH ST,Collision with fixed object:  Ditch/embankment,Median,Non-collision,Ran off road - left,Drug,None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,0,0,0,0,0,50000,1,1,2001 Officer TraCS,416516,4700139,2011
-95.868202708294646,41.267480830270401,136080,2012707200,12-040174   ,2012035849,20121013,October,Saturday,16:47,District 4 (Southwest),Pottawattamie,Council Bluffs,IA 192,IA 192/N 16TH ST                                                                                                                                                                                                                                              ,Collision with fixed object:  Other fixed object (explain in narrative),Outside trafficway,Non-collision,Ran off road - left,Alcohol (Statutory),None apparent,Daylight,Daylight,Dry,Partly cloudy,None apparent,Paved,,Fatal,1,1,0,1,0,0,6000,1,2,2001 Officer TraCS,259745,4572418,2012
